IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
A1AG1	0.8205958397554409	0.9793111154540028	45.42326192505975	0
A1AT	0.8798291600118298	0.9793111154540028	31.05000000000001	0
A1BG	0.5453496680111236	0.9793111154540028	-23.010000000000005	0
A2MG	0.49629170223109287	0.9793111154540028	83.44	0
A4	0.7054569861112734	0.9793111154540028	-9.5	0
AACT	0.40567889528505297	0.9793111154540028	22.519999999999996	0
AEBP1	0.5967012167293563	0.9793111154540028	-51.41849625353538	0
AGRIN	0.06964240479832813	0.9793111154540028	31.450000000000003	0
AMBP	0.40567889528505297	0.9793111154540028	-27.39	0
ANGI	0.8501067391385259	0.9793111154540028	36.91000000000001	0
ANT3	0.6775849579524755	0.9793111154540028	72.95000000000002	0
ANXA2	0.3257513544787166	0.9793111154540028	-24.960000000000008	0
ANXA5	0.7054569861112734	0.9793111154540028	41.99000000000001	0
APOA1	0.8205958397554409	0.9793111154540028	-2.8800000000000097	0
APOA2	0.7054569861112734	0.9793111154540028	-3.3700000000000045	0
APOA4	0.6501474440948545	0.9793111154540028	-45.599999999999994	0
APOC1	0.5453496680111236	0.9793111154540028	22.47	0
APOC3	0.7054569861112734	0.9793111154540028	-3.450000000000003	0
APOE	1.0	1.0	19.46053975837839	0
APOH	0.3643461266335529	0.9793111154540028	-5.75	0
ASPN	0.3257513544787166	0.9793111154540028	-67.46999999999998	0
B2MG	0.4496917979688909	0.9793111154540028	20.760000000000005	0
BCAM	0.6501474440948545	0.9793111154540028	3.7900000000000063	0
BGH3	0.22647606604348625	0.9793111154540028	-40.10000000000001	0
CAD13	0.15092695006671628	0.9793111154540028	53.06999999999999	0
CAN1	0.9397429895770734	0.9793111154540028	11.530000000000001	0
CATB	1.0	1.0	-33.94220268052669	0
CATD	0.9397429895770734	0.9793111154540028	-24.58	0
CATG	0.7337299956962472	0.9793111154540028	3.750000000000014	0
CCL18	0.28991845394256976	0.9793111154540028	18.159999999999997	0
CD44	0.19876460637323512	0.9793111154540028	39.67999999999999	0
CERU	0.15092695006671628	0.9793111154540028	28.39999999999999	0
CFAB	0.7054569861112734	0.9793111154540028	-38.590805313723806	0
CFAD	0.6501474440948545	0.9793111154540028	-15.169775924825387	0
CFAH	0.8798291600118298	0.9793111154540028	9.989999999999995	0
CLUS	0.8205958397554409	0.9793111154540028	2.6599999999999966	0
CMA1	0.8798291600118298	0.9793111154540028	17.569999999999993	0
CNN2	0.6501474440948545	0.9793111154540028	-54.82000000000001	0
CO1A1	0.40567889528505297	0.9793111154540028	-4.840000000000003	0
CO1A2	0.3257513544787166	0.9793111154540028	-8.420000000000002	0
CO2A1	0.40567889528505297	0.9793111154540028	-1.6899999999999977	0
CO3	0.5453496680111236	0.9793111154540028	26.10000000000001	0
CO3A1	0.40567889528505297	0.9793111154540028	-15.89	0
CO4A1	0.49629170223109287	0.9793111154540028	22.099999999999994	0
CO4A2	0.3643461266335529	0.9793111154540028	29.75999999999999	0
CO5A1	0.25683925795785656	0.9793111154540028	-24.580000000000013	0
CO5A2	0.28991845394256976	0.9793111154540028	-18.89	0
CO5A3	0.6501474440948545	0.9793111154540028	-18.285407275217622	0
CO6	0.3257513544787166	0.9793111154540028	-53.94	0
CO6A1	0.49629170223109287	0.9793111154540028	-40.39	0
CO6A2	0.5453496680111236	0.9793111154540028	-50.670000000000016	0
CO6A3	0.4496917979688909	0.9793111154540028	-45.5	0
CO8A1	0.7054569861112734	0.9793111154540028	5.8700000000000045	0
CO8A2	0.5967012167293563	0.9793111154540028	-2.259999999999991	0
CO9	0.8205958397554409	0.9793111154540028	-78.71	0
COCA1	0.9397429895770734	0.9793111154540028	1.6700000000000017	0
COEA1	0.5967012167293563	0.9793111154540028	-13.150000000000006	0
COFA1	0.25683925795785656	0.9793111154540028	-13.460000000000008	0
COGA1	0.8205958397554409	0.9793111154540028	-12.360000000000014	0
COIA1	0.9397429895770734	0.9793111154540028	19.760000000000005	0
COMP	0.7054569861112734	0.9793111154540028	-54.82138118586195	0
CRAC1	0.08209870865427452	0.9793111154540028	-17.150000000000006	0
CSPG2	0.7054569861112734	0.9793111154540028	-9.590000000000003	0
CTGF	1.0	1.0	22.400000000000006	0
CYTC	0.8798291600118298	0.9793111154540028	13.89	0
DAG1	0.22647606604348625	0.9793111154540028	-18.569999999999993	0
DEF1	0.15092695006671628	0.9793111154540028	-48.55999999999999	0
DERM	0.7623688184698398	0.9793111154540028	-3.9599999999999937	0
EDIL3	0.3257513544787166	0.9793111154540028	-14.89004280747119	0
ELN	0.9397429895770734	0.9793111154540028	-1.4099999999999966	0
EMIL1	0.9397429895770734	0.9793111154540028	-6.75	0
FBLN3	0.5453496680111236	0.9793111154540028	0.9821253907793874	0
FBN1	0.28991845394256976	0.9793111154540028	-42.77999999999999	0
FGF2	0.7623688184698398	0.9793111154540028	-14.930000000000007	0
FGL2	0.5967012167293563	0.9793111154540028	-48.68374413919686	0
FHR1	0.7054569861112734	0.9793111154540028	-52.28999999999999	0
FIBA	0.21229383619233155	0.9793111154540028	103.83000000000001	0
FIBB	0.19876460637323512	0.9793111154540028	131.79000000000002	0
FIBG	0.3643461266335529	0.9793111154540028	115.49000000000001	0
FINC	0.28991845394256976	0.9793111154540028	16.78	0
FMOD	0.5453496680111236	0.9793111154540028	-8.209999999999994	0
GDF10	0.8205958397554409	0.9793111154540028	-21.120000000000005	0
GELS	0.3257513544787166	0.9793111154540028	-32.34	0
HEMO	0.9397429895770734	0.9793111154540028	-2.6100000000000136	0
HPLN1	0.3074894566186813	0.9793111154540028	-59.400000000000006	0
HPT	0.7054569861112734	0.9793111154540028	-4.030000000000001	0
HRG	0.5453496680111236	0.9793111154540028	-2.3400000000000034	0
HS71B	0.9397429895770734	0.9793111154540028	-4.3500000000000085	0
HSP7C	0.3643461266335529	0.9793111154540028	-20.289999999999992	0
HSPB1	0.8205958397554409	0.9793111154540028	-2.1000000000000085	0
HSPB6	0.3643461266335529	0.9793111154540028	14.950000000000003	0
HTRA1	0.8798291600118298	0.9793111154540028	3.3200000000000074	0
IBP5	0.8798291600118298	0.9793111154540028	14.760000000000005	0
IBP7	1.0	1.0	-22.409999999999982	0
IC1	0.8205958397554409	0.9793111154540028	-16.930000000000007	0
IGHA1	0.40567889528505297	0.9793111154540028	65.3545816137212	0
IGHG1	0.5453496680111236	0.9793111154540028	23.560000000000002	0
IGHG2	0.5707503880581739	0.9793111154540028	6.4399999999999835	0
