# Feature,NegativeMSE, R2, Negative_MedianAbsoluteError, explained_variance,SVs-Trees-Neurons, Distance, RMSE, correlation, Weighted_Sum, Classification_Model
1.428571428571428492e-01,9.737901454952964109e-01,-2.527831110912018980e-02,9.056927289732634723e-01,5.439633943946464538e-03,9.665551839464883166e-01,9.966666666666667007e-01,9.728561495412751947e-01,2.718459796865793088e-01,1.441985551421393508e+00,2.999000000000000110e+00
1.250000000000000000e-01,9.724815405020713621e-01,-7.795529501093786950e-02,9.044799312390868762e-01,-4.598500622244971851e-03,4.775189315709761351e-01,9.966666666666667007e-01,9.725128808111017653e-01,2.396834154098922698e-01,1.373495196490954307e+00,1.736355291486798791e+00
1.428571428571428492e-01,9.731486888349278885e-01,-6.183235666235011030e-02,9.072122248254768095e-01,-1.768617403856863682e-02,9.665551839464883166e-01,9.966666666666667007e-01,9.739791463929912130e-01,2.655465816085205155e-01,1.434235404142108816e+00,2.999000000000000110e+00
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
2.000000000000000111e-01,9.725448882263294514e-01,-7.247297554726483959e-02,9.039362565110612424e-01,-1.622576686691092757e-02,4.871802285556932621e-01,9.966666666666667007e-01,9.725764942002468327e-01,1.678015235276786310e-01,1.374249404738199676e+00,4.005572623200208682e-01
1.666666666666666574e-01,9.728527203076937635e-01,-5.782542777129622003e-02,8.959709073046018268e-01,-8.539712128369602792e-03,9.665551839464883166e-01,9.966666666666667007e-01,9.708885044090141969e-01,2.526138544181190659e-01,1.434984131102462257e+00,2.999000000000000110e+00
1.428571428571428492e-01,9.730655274765033225e-01,-5.391324516261249838e-02,9.097545978763315055e-01,6.040693281664533468e-03,4.838358804901556343e-01,9.966666666666667007e-01,9.730954598058968452e-01,2.588282418425297271e-01,1.383461560639571264e+00,1.736355291486798791e+00
1.428571428571428492e-01,9.715440431643663777e-01,-1.205072758890468609e-01,9.012706510022108208e-01,-6.973109053038215044e-02,2.876254180602006438e-01,9.966666666666667007e-01,9.717325231195937940e-01,2.821741231787359694e-01,1.345651324826901973e+00,2.999000000000000110e+00
1.666666666666666574e-01,9.728365968980497991e-01,-5.795443585425304189e-02,9.061381762251075056e-01,-1.179309890636504130e-03,4.816136582679334532e-01,9.966666666666667007e-01,9.728704691819233252e-01,3.124187800987309749e-01,1.389882219297330135e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
