0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Output
0.452,0.783,0.0,0.0,1.0,0.0,6.45e-78,0.0,0.368424269,0.218582832,0.074270644,0.114044373,0.08820109,0.171601525,0.124387119,0.116650969,0.029659255,0.05700251,0.119712134,0.04616239,0.06930273,0.28592937,0.137241036,0.066105146,0.130221828,0.017377724,0.011476202,0.204581007,0.180001107,0.070401382,0.153658802,0.095183387,0.075190013,0.049466375,0.138536359,0.135679308,0.089785664,0.203954571,0.554909279,0.658414487,0.3078781512443341
0.537,0.571,0.0,0.0,1.0,1.0,1.29e-14,0.0,0.030278372,0.339925019,0.075909291,0.041849559,0.194364326,0.719749236,0.017378357,0.963060315,0.34154545,0.440021245,0.391940948,0.403576579,0.280086396,0.164859299,0.237899958,0.549651013,0.383448874,0.026366047,0.301193341,0.142740392,0.219453188,0.282723712,0.028521329,0.289549186,0.756323875,0.527567783,0.231403428,0.231568159,0.161208016,0.145289314,0.229147784,0.443661947,0.5064600839544927
0.661,0.594,0.0,0.0,1.0,0.0,1.29e-67,1.0,0.008196924,0.344586139,0.00307059,0.445062525,0.30128226,0.252429014,0.029902425,0.074617049,0.223321119,0.180375453,0.192845841,0.255174781,0.117878405,0.015353357,0.174833427,0.013810366,0.02425511,0.089736468,0.150611743,0.19074386,0.206651039,0.119451687,0.11309926,0.127629704,0.078473139,0.113341068,0.059981473,0.060699237,0.021975175,0.206556851,0.551252816,0.563887447,0.4514180672031819
0.552,0.695,0.0,0.0,1.0,0.0,3.37e-76,0.0,0.169587188,0.227120563,0.164805111,0.322340212,0.089906754,0.134676867,0.00892982,0.122731226,0.088358361,0.035467242,0.232180492,0.080843188,0.076092523,0.358552376,0.122434638,0.058306044,0.032943274,0.014451333,0.013134656,0.215244495,0.181543983,0.080352204,0.115866848,0.214057032,0.235251927,0.07661418,0.159240389,0.157180276,0.000435488,0.233714388,0.409159801,0.525035432,0.1817752101270076
0.654903498,0.716458491,0.0,0.0,0.0,0.0,8.14e-143,0.0,0.068550637,0.01978429,0.035291244,0.063101956,0.015683304,0.282398485,0.086268927,0.163671033,0.223890739,0.077854903,0.063977868,0.043406824,0.004087873,0.203743517,0.010449554,0.097547988,0.488710285,0.024477511,0.090383182,0.174755805,1.0,0.025778592,0.142649261,0.218072221,0.139237811,0.009158272,0.725057897,0.715932126,0.102193111,0.439298106,0.461298103,0.235198137,0.5041491596899081
0.563,0.778,0.0,0.0,1.0,0.0,4.79e-44,1.0,0.27375411,0.227531256,0.19620451,0.39050956,0.279518638,0.089176818,0.244007417,0.14515815,0.478408867,0.147804687,0.580798278,0.157347055,0.173717984,0.410015145,0.161205334,0.00042275,0.597310042,0.093341883,0.059632114,0.33100468,0.180691147,0.228595274,0.340513106,0.256640697,0.12554,0.10437269,0.113061603,0.119735793,0.038566334,0.152967492,0.597067798,0.233110336,0.3545168067040696
0.537,0.683,0.0,0.0,1.0,0.0,3.37e-76,0.0,0.211595018,0.211874619,0.192519739,0.376772918,0.114875141,0.134676867,0.00892982,0.122731226,0.088358361,0.069133411,0.232180492,0.080843188,0.076092523,0.377935748,0.076164623,0.042057916,0.032943274,0.014451333,0.013134656,0.215244495,0.181998437,0.080352204,0.12981332,0.22701564,0.235251927,0.020368724,0.166141732,0.163967657,0.014307347,0.233679916,0.384810104,0.766459924,0.2567226890096259
0.524484593,0.559763611,0.0,0.0,0.0,0.0,1.64e-29,1.0,0.159414345,0.006483902,0.124213496,0.097940379,0.282621854,0.077204933,0.191390582,0.153659687,0.177011496,0.231287505,0.359255964,0.207745643,0.101273733,1.0,0.080982749,0.104183408,0.213818236,0.093341883,0.040256487,0.183893667,0.222357004,0.011923668,0.199075572,0.001695731,0.148343668,0.289621834,0.092357573,0.097665414,0.242602585,0.367854339,0.42052404,0.44256909,0.2959558822848763
0.507936149,0.670069855,0.0,0.0,0.0,0.0,2.35e-33,1.0,0.050704091,0.004396959,0.021018504,0.220941786,0.007467628,0.20243651,0.066808287,0.03750668,0.173650254,0.186995601,0.221425577,0.079865322,0.087880199,0.148657876,0.007166416,0.215034909,0.235959079,0.181689582,0.121582975,0.113007647,0.011523853,0.025769183,0.067261903,0.026714679,0.168824472,0.169422406,0.037146827,0.035394602,0.124759957,0.00429576,0.473969803,0.282584796,0.4928571428312575
0.437,0.772,0.0,0.0,1.0,0.0,2.43e-75,0.0,0.099567169,0.335560546,0.11724785,0.208751976,0.045073294,0.019578947,0.239805691,0.01162553,0.169934451,0.213592741,0.106478623,0.2430478,0.025211338,0.057321337,0.243313045,0.033048154,0.095721786,0.046425858,0.161994261,0.222307785,0.163007931,0.198225127,0.156158691,0.048357575,0.001697613,0.151078022,0.0323761,0.031841476,0.029519508,0.350077397,0.384267202,0.351743166,0.3597163865357292
0.632094147,0.724500047,0.0,0.0,0.0,0.0,1.81e-50,0.0,0.086436472,0.108224736,0.141775602,0.179824484,0.012706977,0.28737078,0.167628923,0.137646735,0.197894106,0.293632426,0.039450999,0.195381986,0.046495642,0.035546703,0.213554736,0.242938776,0.399001231,0.033702026,0.142053757,0.025062618,0.112242423,0.051931368,0.098126213,0.122233635,0.174906875,0.140359208,0.037146827,0.042796948,0.303005077,0.152992323,0.437110818,0.442818501,0.5831932772277734
0.404,0.674,0.0,0.0,1.0,0.0,9.33e-64,0.0,0.310857972,0.074175867,0.028288042,0.019445612,0.178394838,0.360499747,0.195427179,0.093090916,0.180744825,0.28750137,0.301879147,0.254387888,0.057881138,0.015827517,0.104687228,0.010503391,0.346484994,0.123211267,0.108591875,0.322636196,0.05137628,0.204905427,0.356227582,0.274674858,0.016051987,0.038655501,0.099258916,0.09249516,0.122907852,0.144988492,0.654114594,0.341017204,0.5047794117907154
