IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
163	0.6918889628919618	0.9947570661353506	-58.659786706377176	0
174	0.557004936808043	0.9947570661353506	30.75999999999999	0
67	0.6156282120177058	0.9947570661353506	14.450000000000003	0
198	0.42593203701412075	0.9947570661353506	39.230000000000004	0
55	0.8922816895822012	0.9947570661353506	-6.213090356540931	0
104	0.2020022712252688	0.9947570661353506	92.60000000000001	0
185	0.915663446861585	0.9947570661353506	-6.234407706771364	0
17	0.7203444650127566	0.9947570661353506	6.110000000000014	0
63	0.7038677190760951	0.9947570661353506	15.36	0
167	0.9696369382026397	0.9947570661353506	-2.6299999999999955	0
75	0.3819103003544583	0.9947570661353506	45.41	0
106	0.5108052299770854	0.9947570661353506	-21.61999999999999	0
146	0.1598965194389379	0.9947570661353506	33.89	0
123	0.6223757441155338	0.9947570661353506	24.200000000000003	0
71	0.879126047633042	0.9947570661353506	-5.179999999999993	0
132	0.5670709097182398	0.9947570661353506	35.75	0
88	0.4273650042991144	0.9947570661353506	-44.85000000000001	0
1	0.6569009106694812	0.9947570661353506	-26.299151274204206	0
74	0.25261759342285245	0.9947570661353506	92.75999999999999	0
41	0.8651038374185014	0.9947570661353506	-5.589999999999989	0
40	0.8873342100974286	0.9947570661353506	8.83999999999999	0
70	0.07605368979248114	0.9947570661353506	37.81	0
169	0.8374676278287925	0.9947570661353506	8.39	0
107	0.632214618667067	0.9947570661353506	33.49000000000002	0
121	0.5947979403158052	0.9947570661353506	30.72999999999999	0
105	0.34407804122896457	0.9947570661353506	19.489999999999995	0
177	0.7065908704781838	0.9947570661353506	12.842556371872888	0
195	0.6775322482469065	0.9947570661353506	-25.070000000000007	0
30	0.6644690537669183	0.9947570661353506	18.86	0
193	0.23360918890132473	0.9947570661353506	62.38648333085959	0
127	0.5245164917302156	0.9947570661353506	28.025683644974734	0
118	0.3546321797391939	0.9947570661353506	76.9394990528769	0
180	0.9366648610522661	0.9947570661353506	-6.080118456361035	0
149	0.6074793006141255	0.9947570661353506	45.22	0
181	0.7844132746677863	0.9947570661353506	13.739999999999995	0
13	0.753892247620858	0.9947570661353506	17.590000000000003	0
148	0.16531328106187781	0.9947570661353506	59.370000000000005	0
5	0.42473586519114026	0.9947570661353506	-38.95552665416696	0
108	0.6366733127152433	0.9947570661353506	-15.0	0
162	0.3650247483910355	0.9947570661353506	-42.33	0
80	0.23550664240117197	0.9947570661353506	-57.44	0
86	0.5413568690895059	0.9947570661353506	35.870000000000005	0
166	0.46150308032598675	0.9947570661353506	17.690000000000012	0
100	0.8278962617172593	0.9947570661353506	8.819999999999993	0
57	0.9670147591535647	0.9947570661353506	-1.519999999999996	0
16	0.9837777360186988	0.9985072998810101	0.3299999999999983	0
73	0.9596665076279037	0.9947570661353506	1.3100000000000023	0
194	0.4531222646646621	0.9947570661353506	38.63000000000001	0
56	0.622894463275321	0.9947570661353506	34.719999999999985	0
23	0.6704475027039021	0.9947570661353506	29.069999999999993	0
188	0.7810411104260131	0.9947570661353506	23.610000000000014	0
49	0.6316489436310114	0.9947570661353506	35.22999999999999	0
72	0.8631177937368091	0.9947570661353506	7.040000000000006	0
161	0.7432773837245121	0.9947570661353506	12.89	0
38	0.38849464807084444	0.9947570661353506	62.07000000000001	0
90	0.8954457054030758	0.9947570661353506	-7.450000000000003	0
136	0.5829227633583416	0.9947570661353506	20.810000000000002	0
37	0.28994791962418	0.9947570661353506	18.24000000000001	0
119	0.4023851231211302	0.9947570661353506	-30.28	0
156	0.7575528282496651	0.9947570661353506	-7.1499999999999915	0
9	0.9370682245054903	0.9947570661353506	-4.969999999999999	0
128	0.22760724790989717	0.9947570661353506	53.03	0
137	0.6862904742129021	0.9947570661353506	18.059999999999988	0
122	0.39852879979402167	0.9947570661353506	-30.309999999999988	0
19	0.9228351792048445	0.9947570661353506	3.569999999999993	0
7	0.07413629254832489	0.9947570661353506	69.46	0
18	0.5001106565482589	0.9947570661353506	21.24000000000001	0
58	0.11341450132459084	0.9947570661353506	29.090000000000003	0
164	0.7405542779442628	0.9947570661353506	20.36810315893409	0
